artist_name,genre
CNCO,"boy band, latin pop, reggaeton, urbano latino"
TINI,"latin pop, latin viral pop, pop argentino"
Camilo,"colombian pop, latin pop, latin viral pop, reggaeton colombiano, urbano latino"
Elva Hsiao,mandopop
卓文萱,mandopop
Lara Liang,mandopop
Fahrenheit,thai rock
THE SCOTTS,No genres found
Da Mouth,mandopop
Gucci Mane,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap"
NAV,"canadian hip hop, canadian trap, melodic rap, rap, trap"
88GLAM,"canadian hip hop, canadian trap, melodic rap"
Quando Rondo,"melodic rap, trap"
Keyshia Cole,"hip pop, r&b, urban contemporary"
K CAMP,"atl hip hop, melodic rap, southern hip hop, trap"
YNW Melly,"melodic rap, rap"
A Boogie Wit da Hoodie,"melodic rap, rap, trap"
KDM on the Track,aussie drill
Lil Mosey,"melodic rap, rap conscient"
Power Station,"c-pop, mandopop"
Xian Zi,"mainland chinese pop, mandopop"
Brandz,r&drill
Vivian Hsu,"mandopop, taiwan singer-songwriter"
NoCap,"alabama rap, atl trap"
嚴藝丹,"mainland chinese pop, zhongguo feng"
Various Artists,"europop, swedish pop"
Zhao Lei,chinese minyao
Winnie Hsin,"classic mandopop, mandopop"
張艾嘉,"classic mandopop, taiwan campus folk"
Zhao Chuan,"classic mandopop, mandopop, taiwan pop"
林依晨,mandopop
Florian Picasso,"dutch house, edm, electro house, pop dance, pop edm, progressive electro house, progressive house, sky room"
HOBIN ROOD,No genres found
MICAH,No genres found
Felix Jaehn,"edm, german dance, pop dance, tropical house, uk dance"
Kesh,chill r&b
Mike Hawkins,"danish electronic, progressive electro house, sky room"
Zack Martino,pop edm
Steve Modana,No genres found
Kia Love,No genres found
FLAMEBORN,No genres found
LAYRZ,No genres found
Dave Ramone,No genres found
T.I.,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap"
will.i.am,"dance pop, pop"
Demi Lovato,"pop, post-teen pop"
Iggy Azalea,"australian hip hop, dance pop, pop"
Avril Lavigne,"canadian pop, candy pop, dance pop, pop"
LMFAO,"dance pop, pop, pop rap"
Neon Trees,"modern rock, neo mellow, pop rock, pov: indie"
6ix9ine,emo rap
Selena Gomez & The Scene,pop
Bridgit Mendler,"pop, post-teen pop"
Bastille,"metropopolis, modern rock, pop"
Zendaya,"pop, post-teen pop"
The Wanted,"boy band, dance pop, pop, post-teen pop"
Meghan Trainor,"hip pop, pop"
fun.,"baroque pop, metropopolis, neo mellow"
Vance Joy,"folk-pop, modern rock"
Passenger,"folk-pop, neo mellow"
Ever So Blue,background piano
A$AP Ferg,"hip hop, pop rap, rap, southern hip hop, trap"
VIZE,"german dance, slap house"
Kid Ink,"pop rap, rap, southern hip hop, trap"
Pink Sweat$,bedroom soul
Surf Mesa,pop edm
Jay Samson,pacific islands pop
Stephan Moccio,background piano
SXTEEN,dutch rap pop
2 Chainz,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap"
Major Nine,"florida rap, miami hip hop"
KYLE,"deep underground hip hop, indie pop rap, meme rap, pop rap, viral trap"
Marc E. Bassy,indie pop rap
Cash Cash,"dance pop, edm, electro house, electropowerpop, pop dance"
Hp Boyz,aussie drill
Lost Kings,"pop dance, pop edm"
TKO,No genres found
Dexta Daps,"dancehall, riddim"
Burna Boy,"afrobeats, dancehall, nigerian hip hop, nigerian pop"
Kurupt,"g funk, west coast rap"
飛輪海,"mandopop, taiwan idol pop"
Gyptian,"conscious hip hop, dancehall, reggae fusion"
SGE Kash,No genres found
Pia Mia,"dance pop, pop, post-teen pop"
Mike WiLL Made-It,"atl hip hop, rap, southern hip hop, trap"
ManCub,No genres found
瘦子E.SO,"chinese r&b, mandopop, taiwan hip hop"
Sleazy Stereo,dutch moombahton
Kit Chan,"c-pop, classic mandopop, singaporean mandopop, singaporean pop, xinyao"
Sleepy Dogs,pet calming
Sleepy Times,"environmental, sleep"
Gunna,"atl hip hop, melodic rap, rap, trap"
August Alsina,"pop r&b, pop rap, r&b, southern hip hop, trap, urban contemporary"
Tyla Yaweh,"cali rap, melodic rap"
Besomorph,"alt z, dark r&b, slap house, traprun"
Lil Loaded,dfw rap
Swae Lee,"melodic rap, rap, trap"
Pop Smoke,"brooklyn drill, hip hop, rap"
Beloved Melodies,No genres found
Henry Smith,neo-classical
Andy Angel,piano cover
David Schultz,classify
RPM (Relaxing Piano Music),pianissimo
Flying Fingers,piano cover
KBFR,viral rap
Leonid Rose,"classical performance, violin"
The Kid LAROI,australian hip hop
JKING,pacific islands pop
YNG Martyr,meme rap
Siente,No genres found
Milwin,deep pop edm
Melanie Martinez,"alt z, electropop, pop"
Sam Fischer,"australian pop, singer-songwriter pop"
AJ Moreno,No genres found
Natalie Taylor,No genres found
Despotem,traprun
PnB Rock,"melodic rap, rap, trap"
Jawsh 685,nz pop
Jordan Parker,No genres found
Hooks,aussie drill
Brothers,No genres found
No Money Enterprise,"aussie drill, australian hip hop, brisbane hip hop"
ONEFOUR,"aussie drill, australian hip hop, australian trap"
The 046,aussie drill
BENEE,"alt z, nz pop"
Dominic Fike,"alternative pop rock, pov: indie"
Don Toliver,rap
Sofía Reyes,"latin pop, latin viral pop, mexican pop"
Eric Bellinger,"pop r&b, r&b"
Dany Neville,No genres found
Gemaine,pop r&b
RMR,No genres found
Mala Rodríguez,"latin hip hop, rap latina"
Ladonsyl,igbo rap
Zhang Yu Sheng,"classic mandopop, mandopop, taiwan singer-songwriter"
StaySolidRocky,melodic rap
Calboy,"chicago rap, melodic rap"
Rich The Kid,"atl hip hop, melodic rap, plugg, rap, trap"
BRELAND,black americana
Sleepy John,environmental
Miracle Tones,"healing hz, meditation"
Lil Yachty,"atl hip hop, melodic rap, rap, trap"
Alex Sensation,reggaeton
Serhat Durmus,"arab trap, turkish trap"
阿冗,"chinese viral pop, mainland chinese pop"
Koffee,No genres found
Hotboii,"florida drill, florida rap"
Moneybagg Yo,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap"
Takagi & Ketra,"italian adult pop, italian hip hop, italian pop"
Trey Songz,"dance pop, r&b, southern hip hop, trap, urban contemporary"
Mike Posner,"dance pop, pop, pop dance, pop rap"
Hot Chelle Rae,"dance rock, neon pop punk, post-teen pop"
Bow Wow,"dance pop, hip pop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary"
Big Time Rush,"boy band, pop, post-teen pop"
Plies,"dirty south rap, miami hip hop, southern hip hop, trap"
Travis Porter,"atl hip hop, dirty south rap, futuristic swag, southern hip hop, trap"
Young Money,"dirty south rap, pop rap, rap, southern hip hop, trap"
Baby Bash,"chicano rap, latin hip hop, pop rap, southern hip hop, texas latin rap, urban contemporary"
Omarion,"dance pop, hip pop, r&b, rap, southern hip hop, trap, urban contemporary"
Olivia O'Brien,"alt z, pop"
New Boyz,pop rap
SoMo,"pop r&b, r&b, teen pop"
The Pussycat Dolls,"dance pop, girl group, pop"
Fetty Wap,"new jersey rap, pop rap, rap, southern hip hop, trap"
Natasha Bedingfield,"dance pop, pop, post-teen pop"
Tainy,"pop reggaeton, reggaeton, trap latino, urbano latino"
Sech,"panamanian pop, reggaeton, trap latino, urbano latino"
Party Favor,"brostep, edm, electro house, electronic trap"
David Archuleta,"idol, lds youth, post-teen pop"
Jessie J,"dance pop, pop"
Stevie Hoang,hmong pop
The Saturdays,"dance pop, girl group, post-teen pop, talent show"
Gavin DeGraw,"neo mellow, pop rock"
Cody Simpson,"australian pop, pop, post-teen pop"
Pika Chiu,"taiwan pop, taiwan singer-songwriter"
宋冬野,"chinese indie, chinese minyao"
梦然,"chinese viral pop, mainland chinese pop"
Jony J,chinese hip hop
G22,taiwan hip hop
婁峻碩,"mandopop, taiwan hip hop"
David Lui,"c-pop, classic cantopop, classic mandopop"
The Neighbourhood,"modern alternative rock, modern rock, pop"
JS,taiwan pop
Cindy Yen,mandopop
許慧欣,mandopop
蔡黃汝,"mandopop, taiwan pop"
張芸京,mandopop
李千娜,mandopop
Selina,"chinese r&b, mandopop"
Sweety,"mandopop, taiwan idol pop"
許紹洋,mandopop
Fang Wu,"mandopop, taiwan singer-songwriter"
Niko Sun,mainland chinese pop
Princess Ai,mandopop
万能青年旅店,"chinese indie rock, northwest china indie"
告五人,"mandopop, taiwan indie"
EggPlantEgg,"mandopop, taiwan indie, taiwanese indie"
艾薇,mandopop
Yo Lee,"mandopop, taiwan pop, taiwan singer-songwriter"
Chih Siou,"mandopop, taiwan indie, taiwan pop, taiwan singer-songwriter"
颜人中,taiwan singer-songwriter
Yuki Hsu,"classic mandopop, mandopop"
Lollipop F,"mandopop, taiwan idol pop"
殷悅,taiwan pop
Maggie Chiang,"classic mandopop, mandopop, taiwan pop"
Alan Kuo,"mandopop, taiwan pop"
Jerry Yan,taiwan idol pop
陶晶瑩,"classic mandopop, mandopop, taiwan pop"
Amber An,mandopop
Internet Money,"pop rap, trap"
Zoe Wees,german pop
Angèle,"belgian pop, french pop, variete francaise"
The Starlings,belgian pop
twocolors,"edm, pop dance, pop edm"
Hooverphonic,"downtempo, electronica, trip hop"
IBE,belgian singer-songwriter
主唱,swahili gospel
Luis Fonsi,"latin pop, puerto rican pop"
Zooey Wonder,"chinese electropop, chinese indie, taiwan indie, taiwan pop"
Tank,"mandopop, taiwan pop"
Drax Project,nz pop
TEEKS,nz pop
Russ Millions,"melodic drill, uk drill"
Olivia Rodrigo,pop
Kings,nz hip hop
AJR,pov: indie
LLusion,lo-fi beats
Liv Grace Blue,No genres found
Julia Michaels,pop
Andi,alt z
salem ilese,"alt z, modern indie pop"
Salty,australian alternative pop
Glades,"indie electropop, indie poptimism, metropopolis"
Adam Turley,No genres found
Maia Wright,vocal trance
Thomston,"etherpop, indie electropop, indie poptimism"
ROSÉ,k-pop
Loi,"adult standards, dixieland, harlem renaissance, jazz trumpet, lounge, new orleans jazz, soul, swing, vocal jazz"
Chloe George,No genres found
Rina Sawayama,"art pop, electropop, escape room, indie pop"
carolesdaughter,alt z
PRINS,No genres found
Elton John,"glam rock, mellow gold, piano rock, rock"
鄭容和,korean pop
Wolfgang Amadeus Mozart,"classical, classical era"
Johann Sebastian Bach,"baroque, classical, early music, german baroque"
George Frideric Handel,"baroque, classical, early music, english baroque, german baroque"
小男孩樂團,"mandopop, taiwan indie, taiwan pop"
Soo Wincci,"malaysian hip hop, malaysian mandopop, mandopop"
潘裕文,"mandopop, taiwan pop"
GJ,"chinese r&b, taiwan pop"
Amber Kuo,mandopop
Aaron Yan,"mandopop, taiwan idol pop, taiwan pop"
魏嘉瑩 Arrow Wei,"taiwan pop, taiwan singer-songwriter"
元衛覺醒,"mandopop, taiwan pop"
Dawen Wang,"mandopop, taiwan pop"
Jane Huang,mandopop
蘇慧倫,"classic mandopop, mandopop"
Ben Wu,"chinese electropop, taiwan pop"
Miu Chu,mandopop
ALEX CHOU,chinese r&b
Da Zhuang,mainland chinese pop
崔子格;楊培安,"c-pop, mandopop, taiwan pop, zhongguo feng"
皮卡丘多多,chinese viral pop
Julia Peng,"chinese drama ost, classic mandopop, mandopop"
Abin Fang,"malaysian mandopop, mandopop"
Phil Chang,"classic mandopop, mandopop"
Jess Lee,"malaysian mandopop, mandopop"
Shadya Lan,"mandopop, taiwan singer-songwriter"
Z-Chen,"chinese r&b, malaysian mandopop, mandopop"
Magic Power,"mandopop, taiwan idol pop"
Cheer Chen,"mandopop, taiwan singer-songwriter"
Evangeline Wong,mandopop
Cosmos People,"mandopop, taiwan pop"
Anne-Marie,pop
Why Don't We,"boy band, pop"
Bebe Rexha,"dance pop, pop"
"Magnus Ericsson,violin Hans-Olov Mellqvist,piano",No genres found
Bach/Gounod,No genres found
Ludwig van Beethoven,"classical, classical era, early romantic era, german romanticism"
Johannes Brahms,"classical, german romanticism, late romantic era"
Antonín Dvořák,"classical, czech classical, late romantic era"
Jacques Ibert,"early modern classical, impressionism"
Carl Maria von Weber,"classical, classical era, early modern classical, early romantic era, german romanticism"
Johann Nepomuk Hummel,"classical era, early romantic era"
Dmitri Shostakovich,"classical, compositional ambient, russian modern classical"
Claude Debussy,"classical, impressionism, post-romantic era"
Erik Satie,"classical, early avant garde, early modern classical, impressionism, post-romantic era"
Joep Beving,"compositional ambient, neo-classical"
Maria Theresia von Paradis,classical era
Camille Saint-Saëns,"classical, french romanticism, late romantic era"
Charles Gounod,"classical, french opera, french romanticism, late romantic era"
Ennio Morricone,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Joseph Haydn,"classical, classical era"
John Williams,"orchestral soundtrack, soundtrack"
Gabriel Fauré,"classical, post-romantic era"
Yo-Yo Ma,"chamber ensemble, classical cello, classical performance"
Antonio Vivaldi,"baroque, classical, early music, italian baroque"
Edward Elgar,"british modern classical, classical, late romantic era, victorian britain"
Jules Massenet,"classical, french opera, french romanticism, post-romantic era"
Richard Rodgers,"broadway, tin pan alley"
Giuseppe Tartini,"baroque, classical, italian baroque"
César Franck,"classical, french romanticism, late romantic era"
Pyotr Ilyich Tchaikovsky,"classical, late romantic era, russian romanticism"
Nikolai Rimsky-Korsakov,"avant-garde, classical, early modern classical, late romantic era, russian romanticism"
Pablo de Sarasate,"classical, late romantic era, spanish classical, violin"
Manuel de Falla,"classical, early modern classical, impressionism, neoclassicism, post-romantic era, spanish classical"
Fritz Kreisler,"classical, post-romantic era, violin"
George Gershwin,"american modern classical, classical, early modern classical, tin pan alley"
Felix Mendelssohn,"classical, early romantic era, german romanticism"
Franz Schubert,"classical, classical era, early romantic era"
Frédéric Chopin,"classical, early romantic era, polish classical"
Kezia Amelia,pop violin
Robert Mendoza,classify
Jeremy Green,pop violin
Tom Petty and the Heartbreakers,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Bob Dylan,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter"
Dizzy Dizzo,taiwan hip hop
Marz23,"mandopop, taiwan hip hop"
WONHO,k-pop
Mark Tuan,No genres found
R-chord,"mandopop, taiwan singer-songwriter"
Phil Lam,cantopop
玖壹壹,"mandopop, taiwan hip hop"
Juno Mak,cantopop
Fan Yi Chen,mandopop
理想混蛋,"mandopop, taiwan indie"
Adam Cheng,"c-pop, classic cantopop, vintage cantonese pop"
許昊珂,chinese soundtrack
Gentle Bones,singaporean pop
WONFU,"lo star, mandopop, taiwan pop, taiwanese indie"
Naiwen Yang,"mandopop, taiwan pop, taiwan singer-songwriter"
Katncandix2,"mandopop, taiwan pop"
Mavis Fan,"chinese indie, mandopop"
Wu Bai,"mandopop, taiwan singer-songwriter"
陳建年,"taiwan indie, taiwan pop, taiwan singer-songwriter, taiwanese indigenous music"
Matzka,"chinese reggae, mandopop, taiwan pop, taiwanese indigenous music"
Soft Lipa,"mandopop, taiwan hip hop, taiwan pop, taiwan singer-songwriter"
Deserts Chang,"mandopop, taiwan indie, taiwan pop, taiwan singer-songwriter"
Fire EX.,"mandopop, taiwan indie, taiwan pop, taiwan punk"
那我懂你意思了,taiwan indie
Misi Ke,"chinese indie, taiwan indie, taiwan singer-songwriter"
Flesh Juicer,"chinese metalcore, taiwan metal, taiwan pop"
魚丁糸,chinese indie
Miss Ko,taiwan hip hop
SS501,"k-pop, k-pop boy group"
Someday,"k-pop, pop"
张远,chinese viral pop
鄧福如 AFÜ,"mandopop, taiwan singer-songwriter"
OHMYMEITING,"singaporean mandopop, taiwan pop"
守夜人,"taiwan indie, taiwan pop"
A Si,"chinese minyao, taiwan indie, taiwan pop"
信樂團,"mandopop, taiwan pop"
Whyte,taiwan pop
Julia Wu,"chinese electropop, mandopop, taiwan pop"
9m88,"chinese r&b, mandopop, taiwan pop"
Anni Hung,taiwan pop
龔鈺祺,No genres found
Carpenters,"adult standards, mellow gold, soft rock"
路嘉欣,taiwan pop
張國穎,No genres found
Sigrid,"electropop, norwegian pop"
ABBA,"europop, swedish pop"
蔡詩蕓,"mandopop, taiwan pop"
Enno Cheng,"taiwan indie, taiwan pop, taiwan singer-songwriter"
Chunho,No genres found
Backstreet Boys,"boy band, dance pop, pop"
深白色二人組,taiwan pop
全體,No genres found
時一修,No genres found
Meeia Foo,"malaysian mandopop, mandopop"
張玉華,singaporean mandopop
曾寶儀,No genres found
陳建騏,chinese soundtrack
Alberto Guillermo Lavorano,No genres found
Paraskevas Grekis,bouzouki
Moods,"chillhop, indie soul"
Queen Wei,mandopop
方雅賢,No genres found
櫻桃幫,"mandopop, taiwan indie, taiwan pop"
小球(莊鵑瑛),"taiwan pop, taiwan singer-songwriter"
Soler,"macau pop, taiwan pop"
廖文強,"taiwan indie, taiwan pop"
慢慢說,taiwan pop
Anniedora,taiwan indie
萧萧,No genres found
趙之璧,taiwan pop
亦帆,"mandopop, taiwan pop"
ERIKA,taiwan pop
張簡君偉,taiwan singer-songwriter
雅立,No genres found
邵雨薇,taiwan pop
Ruth Kueo,"singaporean mandopop, taiwan pop"
Denise Ho,"cantopop, hong kong indie"
林嘉欣,cantopop
The Sam Willows,singaporean pop
FS (Fuying & Sam),"malaysian mandopop, taiwan pop"
911,"mandopop, taiwan hip hop"
Pei-Yu Hung,"mainland chinese pop, mandopop, taiwan pop"
歐得洋,No genres found
Before You Exit,teen pop
Union J,"boy band, post-teen pop, talent show"
Sam Tsui,"post-teen pop, viral pop"
Alex Goot,viral pop
Calculasian,No genres found
逃跑计划EscapePlan,"chinese indie, chinese indie pop"
Anna Kendrick,"hollywood, movie tunes"
光头华夏,No genres found
毛阿敏,classic mandopop
桑布伊,taiwanese indigenous music
Jody Chiang,"classic mandopop, hokkien pop, mandopop"
王建傑,hokkien pop
余佩真,"chinese indie, taiwan pop"
宇珩,malaysian mandopop
小霞,No genres found
HUSH,"taiwan indie, taiwan pop, taiwan singer-songwriter"
Buddha Jump,"chinese indie, taiwan indie"
胡家誠,taiwan singer-songwriter
七朵组合,"c-pop girl group, zhongguo feng"
Hao Yun,"chinese minyao, chinese singer-songwriter"
有感覺,taiwan pop
Hu Ge,"classic mandopop, mandopop"
Ginga金甲,No genres found
侯湘婷,"classic mandopop, mandopop"
刘珂矣,zhongguo feng
後弦,zhongguo feng
花兒樂隊,chinese punk
Shadia,"arab pop, classic arab pop"
回音哥,mainland chinese pop
牛奶@咖啡,chinese indie pop
好妹妹,chinese minyao
痞客四,No genres found
利綺,No genres found
陶莉萍,No genres found
展翼(ZAYIN),taiwan pop
洛客班,mandopop
Jenny Yang,No genres found
許莉潔,taiwan pop
李心潔,"classic mandopop, malaysian mandopop, mandopop"
汪佩蓉,taiwan singer-songwriter
羅文裕,"hakkapop, taiwan singer-songwriter"
蒋蒋,No genres found
林俊呈,mainland chinese pop
Tank Lu,No genres found
Chris Lee Artiste,mainland chinese pop
陳柯宇,"chinese singer-songwriter, mainland chinese pop"
黃磊,No genres found
棉子,chinese viral pop
四個朋友,No genres found
PiA,taiwan pop
Billie Holiday,"adult standards, harlem renaissance, jazz, jazz blues, soul, swing, torch song, vocal jazz"
硬糖少女303,c-pop girl group
W.M.L,"chinese hip hop, taiwan pop"
理想混蛋 雞丁,"mandopop, taiwan indie"
Crispy脆樂團,"taiwan indie, taiwan pop"
Jocelyn 9.4.0,chinese r&b
Sandee Chan,"chinese indie, mandopop, taiwan indie, taiwan pop, taiwan singer-songwriter"
南方二重唱,"classic mandopop, taiwan campus folk"
赖冰霞,vintage chinese pop
謝雷,"classic mandopop, vintage chinese pop, vintage taiwan pop"
方瑞娥,classic mandopop
Feng Ze,"singaporean mandopop, singaporean singer-songwriter, taiwan pop"
悦开心,No genres found
單依純,No genres found
Jeryl Lee,malaysian mandopop
叶炫清,"chinese drama ost, zhongguo feng"
妍狗,No genres found
羅美玲,No genres found
莫非定律乐团,No genres found
賴慈泓,taiwan pop
南瓜妮歌迷俱樂部,"taiwan indie, taiwan rock"
蜜雪薇琪,"mandopop, taiwan idol pop, taiwan pop"
輕鬆玩樂團,taiwan pop
接個吻,chinese viral pop
郭顶,"taiwan indie, taiwan singer-songwriter"
A-Sun,taiwan singer-songwriter
焦邁奇,"chinese singer-songwriter, mainland chinese pop"
林倛玉,No genres found
苏运莹,No genres found
戴廷翰,taiwan graduation song
Our Shame,taiwan indie
同恩,"mandopop, taiwan pop"
柯智棠,"taiwan indie, taiwan pop, taiwan singer-songwriter"
田一龙,No genres found
en,"anime, k-pop boy group"
斑马森林,No genres found
刘人语,"chinese drama ost, chinese singer-songwriter"
葉炫清,"chinese drama ost, zhongguo feng"
趙英俊,chinese singer-songwriter
泗泾,No genres found
李慧珍,No genres found
曾咏欣,chinese drama ost
那英,"classic mandopop, mainland chinese pop, mandopop"
Blueping,No genres found
Chyi Yu,"c-pop, classic mandopop, fo jing"
Jane Zhang,mainland chinese pop
陈冰,No genres found
Jin Hai Xin,chinese singer-songwriter
碧欣,No genres found
Good Band,mandopop
Mixer,"mandopop, taiwan indie, taiwan pop"
The Life Journey,"chinese indie, chinese indie pop, southern china indie"
joysaaaa,chinese viral pop
Daven Wu,chinese viral pop
蒋小呢,"chinese melodic rap, chinese viral pop"
MC 張天賦,"cantopop, hk-pop"
LBI利比,chinese viral pop
程响,chinese viral pop
隊長,chinese viral pop
KeyKey,chinese viral pop
space x,chinese viral pop
李玉璽,"mandopop, taiwan pop"
BLACKPINK,"k-pop, k-pop girl group, pop"
人力飛行劇團,No genres found
安溥,"chinese indie, taiwan pop, taiwan singer-songwriter"
壞特 ?te,taiwan pop
The Chairs,"chinese indie, taiwan pop"
冰球樂團,taiwan pop
詹雯婷,taiwan singer-songwriter
米莎,"hakkapop, taiwan instrumental"
Red Velvet,"k-pop, k-pop girl group"
鄭興,"mandopop, taiwan pop, taiwan singer-songwriter"
瑞瑪席丹Rima Zeidan,taiwan pop
Quarterback,"taiwan indie, taiwan pop"
Sharon Kwan,mandopop
Company - Into the Woods (Motion Picture Cast),movie tunes
Joanna Riding,No genres found
Johnny Depp,hollywood
Mackenzie Mauzy,No genres found
Stephen Sondheim,broadway
Emily Blunt,"hollywood, movie tunes"
Lilla Crawford,movie tunes
Daniel Huttlestone,"hollywood, show tunes"
Original Broadway Cast of Into the Woods,No genres found
Kim Crosby,No genres found
Robert Westenberg,No genres found
Ben Wright,No genres found
Danielle Ferland,No genres found
Joanna Gleason,No genres found
Bernadette Peters,"broadway, hollywood, show tunes, vintage broadway"
Tom Aldredge,No genres found
Chip Zien,broadway
‘Into The Woods’ 2022 Broadway Cast,No genres found
David Patrick Kelly,No genres found
Gavin Creel,"british soundtrack, soundtrack"
Cole Thompson,"broadway, show tunes"
Sara Bareilles,"acoustic pop, lilith, neo mellow, pop rock, post-teen pop"
Julia Lester,movie tunes
Patina Miller,No genres found
Aaron Tveit,"broadway, hollywood, show tunes"
Andrew Lloyd Webber,"broadway, west end"
Chris Pine,movie tunes
Meryl Streep,"hollywood, show tunes"
Luciano Pavarotti,"canzone napoletana, classical tenor, italian tenor, opera, operatic pop"
林祥園,chinese folk
Imogen Heap,"etherpop, metropopolis"
Amanda Seyfried,hollywood
Keira Knightley,hollywood
李灌晏,No genres found
小賤,No genres found
依錚依靜,taiwan indie
川島茉樹代Makiyo,taiwan pop
林昱東,No genres found
阿桑,"mandopop, taiwan pop"
湯薇恩,"singaporean mandopop, xinyao"
Tauren Wells,"ccm, christian alternative rock, christian music"
Glass Animals,"gauze pop, indietronica, modern rock, pov: indie, shiver pop"
Pong Nan,cantopop
Charmaine Fong,cantopop
呂允,No genres found
Matt Lv,chinese r&b
唐貓 SUGARCAT,"chinese electropop, taiwan pop"
June Pan,"chinese electropop, taiwan pop"
Haezee,chinese r&b
顧媚,"c-pop, vintage chinese pop"
Kyu Sakamoto,enka
Johnny Ip,"c-pop, classic cantopop"
Hiromi Go,No genres found
Doris Day,"adult standards, easy listening, lounge, vocal jazz"
Andy Hui,"c-pop, cantopop, classic cantopop"
E-Jun Lee,"classic mandopop, mandopop"
许飞,chinese singer-songwriter
Byejack,hk-pop
Niño Prodigio,No genres found
Cast Of Rent,hollywood
Stephen Schwartz,"broadway, show tunes"
Patti LuPone,"broadway, hollywood, show tunes"
Sasha Lazard,operatic pop
Adam Pascal,"broadway, hollywood, show tunes"
Glenn Close,movie tunes
Original Broadway Cast of Hamilton,"broadway, show tunes"
Les Misérables Cast,hollywood
Susan Egan,movie tunes
Jodi Benson,movie tunes
Terry Mann,No genres found
Eri Ito,No genres found
Lea Salonga,"movie tunes, tagalog worship"
Donny Osmond,bubblegum pop
98º,boy band
Jerry Goldsmith,"classic soundtrack, orchestral soundtrack, soundtrack"
Christina Aguilera,"dance pop, pop"
Savage Garden,"boy band, dance pop, pop rock"
Quongrui,No genres found
Evan Rachel Wood,"hollywood, movie tunes"
Idina Menzel,"hollywood, movie tunes, show tunes"
Alan Menken,"broadway, movie tunes, orchestral soundtrack"
Jason Weaver,movie tunes
Auli'i Cravalho,movie tunes
Brad Kane,movie tunes
Lillias White,movie tunes
Craig Armstrong,"british soundtrack, orchestral soundtrack, soundtrack"
Kristen Bell,movie tunes
Paige O'Hara,movie tunes
Ryan,chinese hip hop
Roger Bart,movie tunes
Mandy Moore,"dance pop, hollywood, neo mellow, post-teen pop"
Disney Peaceful Piano,piano cover
Miyuki Ichijo,No genres found
Lauren Christy,No genres found
Against The Current,"neon pop punk, pixie, pop punk"
The Freshman,singaporean mandopop
Noah Kahan,"pov: indie, singer-songwriter pop"
Cordae,"hip hop, pop rap, rap, trap, underground hip hop"
XXXTENTACION,"emo rap, miami hip hop, rap"
Macklemore,"pop rap, seattle hip hop"
Jeremy Zucker,"alt z, electropop, pop"
Social House,No genres found
Dean Lewis,"australian pop, pop"
88rising,asian american hip hop
JAY-Z,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
Joji,viral pop
Chri$tian Gate$,"sad rap, singer-songwriter pop"
6LACK,"k-pop, k-pop girl group, pop"
Ski Mask The Slump God,"hip hop, miami hip hop, pop rap, rap, trap, underground hip hop"
Joey Bada$$,"conscious hip hop, hip hop, rap"
Dreamville,"hip hop, pop rap, rap"
charlieonnafriday,singer-songwriter pop
J. Cole,"conscious hip hop, hip hop, north carolina hip hop, rap"
Nicky Youre,singer-songwriter pop
Miguel,"r&b, urban contemporary"
Mura Masa,"channel islands indie, escape room, hyperpop, indie soul, vapor soul"
benny blanco,pop
Sleepy Hallow,"brooklyn drill, nyc rap"
Ryan Mack,"irish pop, singer-songwriter pop"
bbno$,"canadian hip hop, dark trap, meme rap"
Connor Price,singer-songwriter pop
iamnotshane,singer-songwriter pop
Saint Chaos,"bossbeat, dark r&b"
Stellar,social media pop
Jake Daniels,dark r&b
Yung Gravy,"meme rap, minnesota hip hop"
Ragged Insomnia,No genres found
Confetti,la pop
Chloe Adams,alt z
Lin-Manuel Miranda,"broadway, show tunes"
Ilan Eshkeri,"british soundtrack, orchestral soundtrack, soundtrack"
Thomas Newman,"orchestral soundtrack, soundtrack"
Flo Rida,"dance pop, miami hip hop, pop, pop rap"
Boyz II Men,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary"
JoJo,"dance pop, pop, post-teen pop"
Kelly Rowland,"atl hip hop, dance pop, hip pop, r&b, urban contemporary"
112,"atl hip hop, boy band, contemporary r&b, hip pop, r&b, urban contemporary"
Naughty By Nature,"east coast hip hop, hip hop, new jersey rap"
Bob Marley & The Wailers,"reggae, roots reggae"
Acoustic Vibe,No genres found
Cali Dubs,No genres found
Journey,"album rock, classic rock, hard rock, mellow gold, rock, soft rock"
Billy Joel,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock"
Fleetwood Mac,"album rock, classic rock, rock, soft rock, yacht rock"
Billy Ocean,"disco, mellow gold, new romantic, new wave pop, soft rock, yacht rock"
Kenny Loggins,"album rock, classic rock, mellow gold, new wave pop, singer-songwriter, soft rock, yacht rock"
